0	0	0	0	0	0	0	0	0	0
-1.11111e-17	-1.11111e-17	-1.11111e-17	-1.11111e-17	0	0	0	0	0	0
1.55123	-0.137772	2.00748	-0.178293	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.61803	0.0198033	2.30863	0.00655805	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89108	-0.133481	2.25815	-0.220223	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.96079	0.0731085	2.42509	0.0705482	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86066	0.415181	3.17915	0.5018	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.75991	0.439239	2.46223	0.506309	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07829	0.595541	2.2251	-0.0706628	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.05354	0.665003	2.49863	0.0644626	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5754	1.66047	2.53747	1.62158	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.5427	1.62233	2.32772	1.53554	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.594	2.31781	1.8626	0.122025	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6248	2.28483	2.48056	0.163087	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6418	2.89981	3.3856	0.925416	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.5494	2.88419	2.69379	0.805674	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0122	3.70544	2.30371	0.831991	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0831	3.72517	2.38628	0.858063	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3322	4.73101	2.15453	1.10776	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3999	4.74394	2.56456	1.19519	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0779	5.57228	2.75629	0.575191	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1851	5.60623	3.00425	0.648031	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6094	6.95604	2.02395	1.83418	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6131	6.95649	2.50515	1.95906	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5831	8.09372	3.2908	0.569954	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5593	8.09196	3.00527	0.499894	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.946	9.8711	1.95976	2.66217	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9064	9.85209	2.0679	2.68411	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6112	10.7117	3.14431	-0.399775	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.7056	10.7437	3.24781	-0.363158	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1461	12.0763	1.88321	2.50323	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2319	12.1062	2.29162	2.63944	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3229	13.4756	3.64274	0.492649	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
40.2379	13.4514	3.06332	0.306086	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
42.7702	14.8218	2.16574	2.10515	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.757	14.8203	2.47385	2.21708	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3563	16.5558	2.68593	1.40305	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
45.4056	16.5723	2.75907	1.42724	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
48.1542	17.2885	2.74135	0.225381	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1344	17.2844	2.81753	0.257832	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6251	19.0613	2.26513	2.82555	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5931	19.0469	2.06821	2.74744	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7193	19.9116	3.85649	-0.435109	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.661	19.8907	3.22035	-0.66971	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0382	21.0791	1.79526	2.47118	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0083	21.0678	1.89711	2.50939	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6579	21.7947	3.16901	-0.503553	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
58.6568	21.7957	3.18708	-0.494569	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
60.8791	22.7772	1.5563	2.00049	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.868	22.7728	1.98428	2.16019	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3783	23.4176	2.87343	-0.401203	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4572	23.4479	2.84258	-0.410688	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.34	23.9891	2.91048	1.19826	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.2332	23.9511	2.12216	0.914223	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2627	24.3617	1.96554	0.0630175	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
68.3658	24.3989	2.51461	0.259559	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8278	24.8828	2.42581	0.638804	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
70.7918	24.8694	2.16874	0.54719	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
72.8927	24.7185	2.05418	-0.632735	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9521	24.7396	2.3634	-0.526276	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0043	25.2521	1.83735	1.2296	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9892	25.2466	1.73514	1.19446	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
77.1196	24.9403	2.40327	-1.34223	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
77.1336	24.9463	2.18092	-1.41159	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
79.1104	25.0263	1.83581	1.10958	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.1069	25.0249	1.54202	1.01609	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.8063	24.8771	1.8081	-0.951219	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8647	24.8947	1.84636	-0.940029	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.6222	24.6345	1.69622	0.209095	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.6033	24.6296	1.47341	0.143883	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.1727	24.552	1.63557	-0.230487	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1818	24.5538	1.63056	-0.233326	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.639	23.8116	1.33751	-1.09357	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.7041	23.8292	1.59872	-1.02186	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9474	23.522	0.997957	0.186152	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.0679	23.554	1.11808	0.21768	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8182	22.7938	2.18666	-1.43515	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
88.7346	22.7734	1.63361	-1.57533	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
89.5028	22.3004	0.170787	0.287813	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.5796	22.3198	0.704827	0.421481	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.5117	21.6752	1.0889	-1.38055	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.5967	21.6965	1.33416	-1.32026	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.7193	21.11	0.976565	-0.0799574	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
91.7933	21.128	0.940035	-0.0867257	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
92.859	20.9543	1.15245	-0.233734	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.9395	20.9726	1.00175	-0.267604	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.4702	20.2189	0.20542	-1.08919	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
93.5584	20.2384	0.974655	-0.922122	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
95.3173	19.6561	2.30039	-0.347757	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.1283	19.6184	0.954003	-0.62319	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.508	19.6934	-0.016865	0.55702	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.5445	19.7007	0.586262	0.680951	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.2631	19.1683	0.809946	-1.36998	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
96.313	19.1773	1.00391	-1.33299	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
97.5271	18.7207	1.35933	0.148466	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.4926	18.7128	0.896985	0.0574109	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.2117	18.3767	0.596297	-0.607685	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
98.2503	18.3832	0.8396	-0.563309	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
99.0366	17.3602	0.749532	-1.34032	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.0378	17.3601	1.11712	-1.27638	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
99.998	16.9819	0.851909	0.241671	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.076	16.9948	0.817164	0.235338	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.202	16.5417	1.33857	-0.928365	101.204	16.5368	101.065	16.497	0.991362	-0.513687
101.183	16.5385	1.07641	-0.97149	101.169	16.4353	101.065	16.497	0.991362	-0.513687
102.386	16.3934	1.29048	0.425317	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
102.301	16.3786	0.92815	0.365293	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
103.005	15.3628	0.549042	-1.96916	103.003	15.353	103.119	15.4967	1.11708	-0.508169
102.982	15.3585	1.22937	-1.86921	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
104.115	15.2583	1.06642	1.12093	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
104.062	15.2494	1.00761	1.11055	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.538	14.4548	1.79931	-2.10982	105.541	14.4412	105.447	14.5293	1.28111	-0.481861
105.474	14.4453	1.48638	-2.15401	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.832	14.0358	1.26907	0.794767	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
106.765	14.0276	1.27082	0.795957	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
108.083	13.6686	1.35098	-1.15624	108.084	13.6604	108.122	13.644	1.47592	-0.423202
108.102	13.6709	1.61457	-1.12301	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.536	13.5642	1.30832	0.594728	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
109.502	13.5592	1.36714	0.600691	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
111.062	12.5925	1.69312	-2.0486	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
111.143	12.6023	1.86509	-2.02806	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
112.913	12.4743	1.70544	1.18354	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
112.897	12.4731	1.63894	1.17735	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
