8.46292	0.243462	-3.03909	-0.087429	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44517	0.251279	-3.03233	-0.0868144	8.44818	0.251553	8.45	0.25	-3.00027	0
8.46055	0.248302	-0.245546	-0.011548	8.56759	0.241943	8.45	0.25	0	0
8.45273	0.251435	-0.231075	0.000462558	8.45582	0.253997	8.45	0.25	0	0
8.30492	0.248147	-1.69707	-0.0400717	8.42544	0.254042	8.35	0.25	-1.81979	0
8.22837	0.247866	-1.62662	-0.0319683	8.23962	0.24916	8.25	0.25	-1.81978	0
7.87713	0.224503	-3.50973	-0.145463	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.78174	0.184189	-3.20769	-0.270034	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.6196	0.166772	-3.21462	-0.284095	7.61269	0.155818	7.7	0.15	-2.99982	0
7.50279	0.156389	-3.0704	-0.271545	7.54016	0.159641	7.55	0.15	-2.99982	0
7.50885	0.130906	-2.18279	-0.298051	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.36482	0.0730917	-2.25216	-0.418426	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.16691	0.0393379	-2.63228	-0.450153	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.03784	-0.0187489	-2.59008	-0.540118	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.9953	-0.0775255	-1.99399	-0.620876	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.8688	-0.180699	-2.03801	-0.800929	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.7555	-0.253134	-2.0631	-0.886796	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.64836	-0.370523	-2.07352	-1.0761	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.68462	-0.473318	-1.30703	-1.23108	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.59399	-0.584561	-1.37253	-1.36001	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.60384	-0.72496	-0.839814	-1.56522	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.5145	-0.915738	-0.95238	-1.83831	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.38475	-1.03689	-1.35695	-1.8608	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.28606	-1.18761	-1.42003	-1.9876	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.52334	-1.43239	0.313381	-2.53625	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.46273	-1.60901	0.109155	-2.6339	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.3424	-1.72063	-0.55043	-2.49309	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.28559	-1.89042	-0.627413	-2.61162	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.41744	-2.11391	0.300166	-3.019	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.39621	-2.25367	0.204803	-2.98953	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.3596	-2.39726	-0.0399452	-2.88956	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.3539	-2.55431	-0.049151	-2.88446	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.44143	-2.75745	0.440972	-3.10997	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.45124	-2.89094	0.403067	-3.01151	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
